ID.language,ID.date,Q2,Q3,Q4,Q12,Q13,Q14.a,Q14.b,Q14.c,Q14.d,Q14.e,Q14.f,Q14.g,Q14.h,Q14.i,Q14.j,Q14.k,Q14.l,Q14.m,Q14.n,Q15,Q16,Q17,Q18,Q19.a,Q19.b,Q19.c,Q19.d,Q19.e,Q19.f,Q19.g,Q19.h,Q19.i,Q19.j,Q19.k,Q19.l,Q19.m,Q19.n,Q19.o,Q19.p,Q19.q,Q19.r,Q20,Q21,Q22,Q24.a,Q24.b,Q24.c,Q24.d,Q24.e,Q24.f,Q25,Q26,Q27.a,Q27.b,Q27.c,Q27.d,Q27.e,Q27.f,Q28,Q30,Q32,Q33.a,Q33.b,Q33.c,Q33.d,Q33.e,Q34.a,Q34.b,Q34.c,Q34.d,Q34.e,Q34.f,Q34.g,Q38,Q39.a,Q46.a,Q46.b,Q46.c,Q46.d,Q46.e,Q46.f,Q46.g,Q46.h,Q46.i,Q46.j,Q46.k,Q46.l,Q46.m,Q47.a,Q47.b,Q47.c,Q52,Q53,Q55
English,06/11/2019,I want to pursue a non-academic career,Yes,North or Central America,No,,NA,3,2,NA,NA,NA,4,NA,NA,NA,NA,NA,1,NA,Knowing I will have a chance for a non-academic research job,Neither satisfied nor dissatisfied,2,Worsened a little,NA,6,4,5,1,1,3,NA,5,6,6,NA,1,5,7,5,5,6,Does not meet original expectations,31-40 hours,Less than an hour,4,5,4,NA,NA,NA,Yes,"Yes, it was helpful",5,1,5,5,5,2,No,No,Substantially,5,1,3,4,2,1,5,5,1,5,4,4,Less than a year,Equally likely,5,5,4,5,NA,5,2,NA,1,4,NA,3,NA,3,4,4,25 - 34,Female (including trans female),no
English,06/11/2019,I want to pursue an academic career,Yes,North or Central America,No,,2,NA,5,1,NA,3,NA,4,NA,NA,NA,NA,NA,NA,Intellectual challenge,Very satisfied,6,Worsened a little,5,5,3,6,2,2,5,6,6,4,4,5,3,5,6,5,4,4,Meets original expectations,51-60 hours,Less than an hour,4,NA,NA,NA,NA,NA,No,,3,2,3,3,2,4,No,Yes,Dramatically,1,2,3,4,5,5,4,1,1,1,1,1,3 to 6 years,Somewhat more likely,4,4,4,4,4,4,3,3,4,3,2,2,2,4,4,4,18 - 24,Female (including trans female),no
English,06/11/2019,Personal interest in my subject of choice,Yes,Europe,Yes,To help make ends meet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intellectual challenge,Somewhat satisfied,5,Improved slightly,1,3,7,3,6,7,4,5,1,5,1,4,NA,NA,5,5,3,4,Meets original expectations,21-30 hours,Less than an hour,3,4,NA,1,4,1,No,,3,4,2,4,3,4,No,No,Somewhat,NA,NA,NA,NA,NA,1,4,4,1,1,5,5,Less than a year,Equally likely,4,4,4,5,NA,5,5,4,4,3,2,2,2,4,2,2,25 - 34,Female (including trans female),no
English,06/11/2019,I want to pursue an academic career,Yes,North or Central America,Yes,To help make ends meet,8,6,3,4,7,2,5,12,13,1,9,14,10,11,Creativity,Somewhat dissatisfied,6,Worsened a little,6,6,6,6,6,6,6,7,7,6,6,6,6,6,7,7,7,7,Meets original expectations,41-50 hours,Between one and three hours,5,5,5,5,5,5,No,,5,5,5,4,4,4,Yes,No,Substantially,1,3,4,2,5,5,5,5,5,5,5,4,3 to 6 years,Somewhat more likely,5,5,5,5,5,5,5,5,5,4,4,4,4,NA,NA,NA,35 - 44,Male (including trans male),no
English,06/11/2019,Personal interest in my subject of choice,Yes,Asia (including Middle East),No,,2,1,13,10,7,4,8,6,3,9,12,11,5,14,Intellectual challenge,Neither satisfied nor dissatisfied,1 = Not at all satisfied,Significantly worsened,1,1,3,1,3,4,1,1,1,1,1,1,2,1,1,1,1,1,Does not meet original expectations,61-70 hours,Less than an hour,1,1,1,1,3,NA,No,,1,1,1,1,1,4,Yes,No,Substantially,5,4,1,3,2,3,3,3,NA,3,NA,NA,Unsure,Equally likely,4,3,4,4,3,4,4,3,3,4,3,4,4,3,2,NA,25 - 34,Female (including trans female),no
Portuguese,06/11/2019,I want to pursue an academic career,Yes,South America,No,,2,NA,NA,1,3,NA,NA,4,NA,5,6,8,7,NA,Intellectual challenge,Somewhat satisfied,6,Improved slightly,3,7,5,5,6,7,6,7,3,4,1,4,7,7,5,5,7,7,Exceeds original expectations,41-50 hours,Between one and three hours,3,3,2,5,5,2,Yes,"No, I sought help elsewhere",1,1,1,1,1,1,Yes,Yes,Somewhat,1,3,2,5,4,3,2,2,2,1,1,1,More than 6 years,Much more likely,4,5,5,5,5,5,3,5,4,5,NA,5,5,4,3,2,25 - 34,Male (including trans male),no
Spanish,06/11/2019,I want to pursue an academic career,Yes,South America,Yes,To help make ends meet,4,NA,NA,3,7,5,9,1,NA,2,8,10,6,NA,Working with interesting and bright people,Very satisfied,6,Improved slightly,2,3,7,7,6,5,6,6,4,5,3,4,3,5,3,4,4,3,Meets original expectations,61-70 hours,Less than an hour,2,3,2,2,5,4,Yes,"No, I sought help elsewhere",2,2,2,2,NA,NA,No,Yes,Somewhat,1,3,2,5,4,5,3,4,4,3,3,3,Unsure,Somewhat less likely,5,5,5,4,5,5,4,4,2,3,2,3,2,NA,2,3,25 - 34,Female (including trans female),yes
English,06/11/2019,Personal interest in my subject of choice,Yes,North or Central America,No,,NA,NA,NA,4,NA,1,NA,NA,NA,5,2,3,NA,NA,Intellectual challenge,Very satisfied,7 = Extremely satisfied,Stayed the same,5,2,2,7,6,6,6,5,3,3,6,3,6,4,6,6,2,4,Meets original expectations,61-70 hours,Between one and three hours,4,4,4,NA,4,1,No,,2,4,2,3,3,4,No,No,Substantially,2,3,1,NA,NA,4,NA,NA,1,4,1,1,3 to 6 years,Equally likely,4,4,4,5,4,5,5,5,4,4,3,3,3,4,3,4,25 - 34,Male (including trans male),no
English,06/11/2019,Personal interest in my subject of choice,Yes,North or Central America,No,,NA,2,NA,NA,NA,1,4,NA,NA,NA,NA,3,NA,NA,Working with interesting and bright people,Somewhat satisfied,6,Improved greatly,7,5,6,5,7,6,7,4,7,7,7,3,5,7,6,6,5,6,Exceeds original expectations,61-70 hours,Between one and three hours,4,5,5,NA,4,2,No,,2,3,NA,5,4,2,No,No,Substantially,1,5,4,2,3,4,2,4,4,4,1,1,3 to 6 years,Equally likely,4,5,5,4,5,5,3,4,3,2,NA,3,2,NA,4,4,18 - 24,Female (including trans female),no
English,06/11/2019,I want to pursue an academic career,Yes,Europe,No,,1,NA,NA,3,2,NA,NA,4,NA,NA,NA,NA,NA,NA,Social life           ,Very satisfied,6,Stayed the same,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Exceeds original expectations,21-30 hours,"Other, please specify",NA,NA,NA,NA,NA,NA,No,,3,2,1,5,4,1,No,No,Substantially,1,NA,2,3,NA,5,1,3,1,1,1,1,Unsure,Equally likely,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25 - 34,Male (including trans male),no
English,06/11/2019,Personal interest in my subject of choice,Yes,North or Central America,No,,NA,4,NA,NA,NA,1,NA,NA,NA,5,NA,2,3,NA,Intellectual challenge,Very satisfied,6,Stayed the same,4,3,6,7,6,7,6,4,2,4,6,3,6,6,4,4,4,5,Meets original expectations,41-50 hours,Between one and three hours,3,4,4,NA,4,2,Yes,"No, I sought help elsewhere",3,4,4,3,4,3,No,No,Substantially,3,4,1,2,NA,3,3,4,2,1,3,4,Less than a year,Equally likely,4,4,4,4,4,5,5,5,4,4,NA,2,3,4,3,3,25 - 34,Female (including trans female),no
English,06/11/2019,Personal interest in my subject of choice,Yes,North or Central America,No,,7,NA,NA,8,1,2,NA,4,6,5,9,NA,3,NA,Working with interesting and bright people,Somewhat satisfied,5,Worsened a little,4,3,3,7,7,7,7,4,5,4,7,NA,7,7,7,7,2,3,Meets original expectations,51-60 hours,Between one and three hours,3,4,3,1,4,1,Yes,"Yes, it was helpful",5,3,5,5,3,4,No,No,Substantially,2,1,3,4,5,3,5,2,1,2,1,1,1 to 2 years,Equally likely,5,5,5,5,5,5,5,5,3,5,3,3,3,4,2,4,25 - 34,Female (including trans female),no
English,06/11/2019,I want to pursue an academic career,Yes,Asia (including Middle East),No,,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,Working with interesting and bright people,Very satisfied,6,Improved slightly,6,6,6,6,7,7,7,4,6,4,6,4,6,7,4,4,3,3,Meets original expectations,11-20 hours,Between one and three hours,4,4,4,3,3,2,Yes,"Yes, it was helpful",4,4,2,1,1,1,No,No,Somewhat,2,NA,NA,NA,1,5,4,4,2,5,4,4,1 to 2 years,Somewhat less likely,5,4,4,4,4,4,4,5,5,4,4,4,5,3,1,4,35 - 44,Male (including trans male),no
English,06/11/2019,No job I want is available without a PhD,Yes,North or Central America,No,,2,NA,NA,1,NA,NA,NA,3,NA,6,NA,4,5,NA,University/academic environment,Very satisfied,6,Improved greatly,1,5,7,4,6,5,3,2,5,6,7,5,3,6,4,NA,6,2,Meets original expectations,61-70 hours,Less than an hour,2,5,4,NA,4,2,Yes,"Yes, it was helpful",2,5,4,3,4,4,No,No,Substantially,1,4,2,3,5,5,3,5,5,1,3,4,3 to 6 years,Much more likely,5,5,4,5,5,4,5,4,3,3,2,2,2,4,4,4,18 - 24,Female (including trans female),no
English,06/11/2019,No job I want is available without a PhD,Yes,North or Central America,Yes,To help make ends meet,8,1,6,9,14,5,12,13,11,10,7,4,2,3,Knowing I will have a chance for a non-academic research job,Somewhat satisfied,2,Significantly worsened,7,6,1,5,1,2,2,2,6,4,5,6,1,1,3,3,5,1,Does not meet original expectations,11-20 hours,Less than an hour,3,3,2,4,3,3,Yes,"Yes, but I didn’t feel supported",2,1,4,4,4,1,Yes,No,Dramatically,NA,3,1,NA,2,1,4,5,1,1,5,1,Less than a year,Equally likely,5,5,5,5,5,5,5,1,1,5,1,1,1,NA,2,4,25 - 34,Female (including trans female),no
Portuguese,06/11/2019,I want to pursue an academic career,Yes,South America,No,,2,NA,NA,3,NA,6,5,7,NA,NA,1,NA,4,NA,Creativity,Somewhat satisfied,7 = Extremely satisfied,Improved greatly,1,2,7,7,7,7,4,3,1,1,1,4,7,7,1,1,4,4,Does not meet original expectations,51-60 hours,"Other, please specify",1,1,1,1,1,5,Yes,"No, I sought help elsewhere",1,2,2,2,2,4,Yes,Yes,Substantially,1,3,2,NA,NA,4,3,5,4,5,4,2,Less than a year,Somewhat more likely,4,4,3,3,1,4,3,3,3,3,3,3,3,3,3,3,25 - 34,Female (including trans female),no
English,06/11/2019,I want to pursue an academic career,Yes,North or Central America,No,,6,NA,NA,1,2,NA,NA,NA,NA,NA,4,NA,3,5,Intellectual challenge,Somewhat satisfied,5,Significantly worsened,6,4,6,6,5,5,5,1,5,5,5,4,3,4,7,7,4,4,Meets original expectations,51-60 hours,Less than an hour,2,3,3,NA,3,3,Yes,"Other, please specify",3,4,3,4,NA,5,No,No,Substantially,1,4,3,5,2,5,3,3,2,5,2,3,3 to 6 years,Somewhat less likely,4,3,4,4,4,5,3,4,4,NA,NA,NA,NA,4,3,3,18 - 24,Female (including trans female),yes
English,06/11/2019,Personal interest in my subject of choice, No,North or Central America,No,,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,Intellectual challenge,Somewhat satisfied,6,Improved slightly,7,7,5,6,7,7,6,4,7,5,6,5,6,5,6,6,5,4,Meets original expectations,51-60 hours,Between one and three hours,3,4,2,5,3,1,Yes,"No, I sought help elsewhere",4,4,4,3,5,1,No,No,Substantially,1,3,5,4,2,5,4,3,2,5,2,1,2 to 3 years,Somewhat more likely,5,5,5,5,4,5,4,2,2,2,1,1,1,NA,2,3,25 - 34,Male (including trans male),yes
English,06/11/2019,I want to pursue a non-academic career, No,North or Central America,No,,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,3,NA,Knowing I will have a chance for a non-academic research job,Very satisfied,6,Improved greatly,6,6,6,6,6,6,6,6,6,5,5,NA,6,6,6,6,3,6,Meets original expectations,61-70 hours,More than three hours,4,4,4,4,4,1,Yes,"Yes, it was helpful",5,5,5,5,2,4,No,Yes,Substantially,4,1,3,5,2,1,5,3,1,3,3,2,1 to 2 years,Equally likely,4,4,5,5,5,5,5,5,5,5,3,5,3,4,4,4,25 - 34,Female (including trans female),no
English,06/11/2019,Personal interest in my subject of choice,Yes,North or Central America,No,,9,10,13,3,11,8,5,2,12,7,6,4,1,14,Working with interesting and bright people,Very satisfied,4 = Neither satisfied nor dissatisfied,Worsened a little,6,4,6,6,7,7,7,NA,4,6,4,4,7,7,6,6,5,7,Meets original expectations,41-50 hours,Between one and three hours,5,NA,NA,NA,4,2,Yes,"Yes, it was helpful",4,3,5,5,5,1,No,No,Substantially,1,2,5,4,3,5,5,NA,5,NA,NA,NA,3 to 6 years,Equally likely,5,5,5,NA,2,5,2,4,4,4,3,4,NA,4,3,2,25 - 34,Female (including trans female),yes
English,06/11/2019,I want to pursue an academic career,Yes,Asia (including Middle East),No,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Working with interesting and bright people,Somewhat satisfied,5,Improved slightly,1,1,4,2,7,NA,6,2,1,1,1,7,3,3,1,1,1,1,Does not meet original expectations,41-50 hours,More than three hours,3,2,1,1,2,3,Yes,"I wanted to, but there was none available",1,2,1,1,1,5,No,Yes,Not at all,NA,NA,NA,NA,NA,5,4,3,5,5,3,3,2 to 3 years,Much more likely,2,4,2,5,3,5,5,4,NA,4,3,5,5,1,1,1,25 - 34,Male (including trans male),no
English,06/11/2019,Personal interest in my subject of choice,Yes,North or Central America,No,,8,7,9,3,10,5,11,4,2,1,13,6,12,14,Creativity,Very satisfied,6,Improved greatly,6,6,3,6,6,6,6,4,3,7,6,7,3,4,3,5,5,5,Exceeds original expectations,51-60 hours,Between one and three hours,5,4,2,5,4,2,No,,2,4,4,4,5,1,Yes,Yes,Dramatically,1,2,4,3,5,5,4,2,2,5,2,2,3 to 6 years,Much more likely,5,5,5,3,3,5,4,5,5,5,2,3,2,4,4,4,25 - 34,Female (including trans female),no
English,06/11/2019,I want to pursue a non-academic career,Yes,North or Central America,No,,NA,1,NA,NA,2,3,NA,7,NA,5,8,4,6,NA,Working with interesting and bright people,Somewhat satisfied,5,Worsened a little,7,5,2,7,6,7,4,2,3,4,4,7,6,5,5,3,4,3,Meets original expectations,51-60 hours,Between one and three hours,2,4,3,NA,4,2,No,,4,4,4,4,1,5,No,No,Substantially,5,1,3,4,2,1,5,4,1,5,3,3,1 to 2 years,Equally likely,4,4,4,4,4,3,3,2,2,4,3,4,2,4,2,3,25 - 34,Male (including trans male),no
English,06/11/2019,I want to pursue a non-academic career,Yes,North or Central America,No,,NA,5,3,NA,7,4,9,8,NA,6,NA,2,1,NA,Knowing I will have a chance for a non-academic research job,Very dissatisfied,2,Significantly worsened,2,2,4,2,2,5,6,5,2,1,5,7,3,4,2,2,2,2,Does not meet original expectations,61-70 hours,Between one and three hours,1,5,4,NA,2,3,Yes,"Other, please specify",1,4,2,4,1,4,Yes,Yes,Somewhat,NA,1,3,4,2,1,5,4,1,5,4,4,Less than a year,Much less likely,4,2,1,3,4,3,3,2,1,1,1,1,1,2,1,3,25 - 34,Male (including trans male),no
Portuguese,06/11/2019,I want to pursue an academic career,Yes,South America,No,,1,3,NA,2,4,6,NA,5,NA,7,8,NA,9,NA,Intellectual challenge,Neither satisfied nor dissatisfied,3,Significantly worsened,2,7,7,3,3,1,1,1,7,2,1,1,1,1,7,7,5,1,Meets original expectations,41-50 hours,Less than an hour,2,2,2,2,2,5,No,,1,1,1,1,1,4,Yes,Yes,Substantially,1,2,3,NA,NA,4,2,2,4,2,2,2,1 to 2 years,Equally likely,2,2,3,3,3,3,2,2,2,2,2,2,2,4,2,4,25 - 34,Female (including trans female),no
English,06/11/2019,I want to pursue an academic career,Yes,South America,No,,3,5,11,7,8,9,10,1,14,4,2,12,6,13,Knowing I have a chance for a permanent academic research post,Very satisfied,6,Improved slightly,1,6,7,7,4,4,4,4,1,1,1,4,7,7,1,1,4,4,Meets original expectations,More than 80 hours,Less than an hour,4,4,1,1,5,1,Yes,"No, I sought help elsewhere",1,3,4,2,3,5,No,No,Substantially,1,3,2,5,4,5,2,4,2,4,1,1,Unsure,Much more likely,5,5,5,5,1,5,5,5,3,5,3,4,5,NA,2,2,25 - 34,Male (including trans male),no
English,06/11/2019,I want to pursue an academic career,Yes,South America,Yes,"Other, please specify",1,NA,NA,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,Intellectual challenge,Somewhat satisfied,6,Improved slightly,6,5,5,6,5,5,5,5,6,5,5,6,5,5,5,5,6,6,Meets original expectations,41-50 hours,Between one and three hours,2,3,5,2,3,5,No,,1,2,1,2,1,3,No,No,Somewhat,1,3,2,NA,NA,4,3,4,3,3,2,2,Less than a year,Somewhat more likely,4,3,2,3,3,3,3,2,3,2,2,2,2,3,3,2,45 - 54,Male (including trans male),yes
English,06/11/2019,Personal interest in my subject of choice,Yes,Asia (including Middle East),Yes,To help make ends meet,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,Knowing I will have a chance for a non-academic research job,Very dissatisfied,7 = Extremely satisfied,Worsened a little,3,4,4,5,4,3,4,5,3,5,4,3,3,5,4,4,3,3,Meets original expectations,21-30 hours,Less than an hour,4,4,4,3,5,1,No,,5,5,5,5,5,4,Prefer not to say,Prefer not to say,Substantially,1,2,4,3,5,4,4,3,2,1,4,4,Less than a year,Equally likely,4,4,4,5,4,5,NA,3,5,3,3,4,3,4,3,4,35 - 44,Prefer not to say,no
English,06/11/2019,I want to pursue a non-academic career,Yes,North or Central America,No,,NA,NA,NA,NA,1,4,NA,2,NA,NA,NA,NA,3,NA,Working with interesting and bright people,Somewhat satisfied,4 = Neither satisfied nor dissatisfied,Worsened a little,3,5,5,6,7,7,6,3,5,5,5,4,6,6,5,5,3,3,Meets original expectations,41-50 hours,Between one and three hours,3,5,3,3,3,3,Yes,"No, I sought help elsewhere",5,4,4,4,3,3,No,No,Somewhat,NA,1,2,3,NA,2,5,4,2,2,3,2,3 to 6 years,Equally likely,5,5,5,4,4,5,3,3,3,4,3,3,3,4,2,3,25 - 34,Female (including trans female),no
English,06/11/2019,Personal interest in my subject of choice,Yes,North or Central America,No,,NA,NA,4,6,5,1,NA,2,NA,NA,NA,NA,3,NA,Working with interesting and bright people,Very satisfied,3,Significantly worsened,5,3,3,6,3,3,4,4,6,6,7,6,4,4,5,5,1,2,Meets original expectations,51-60 hours,Less than an hour,1,5,4,1,1,2,Yes,"Other, please specify",1,1,1,3,3,4,Yes,No,Substantially,1,5,2,3,4,4,2,4,5,2,3,3,2 to 3 years,Somewhat less likely,5,5,5,4,5,5,5,4,2,4,2,3,3,4,3,4,25 - 34,Female (including trans female),no
English,06/11/2019,I wanted to continue pursuing my research, No,Europe,No,,6,5,9,4,7,8,NA,1,NA,NA,NA,3,2,NA,"Other, please specify",Somewhat satisfied,4 = Neither satisfied nor dissatisfied,Worsened a little,6,3,2,6,6,5,5,2,6,5,5,NA,6,6,7,6,3,1,Meets original expectations,71-80 hours,Between one and three hours,3,4,4,NA,3,2,No,,2,NA,4,2,3,4,No,Prefer not to say,Barely,3,2,NA,NA,1,4,4,2,2,5,2,2,Unsure,Unsure,3,3,4,4,3,3,4,3,3,3,3,3,3,4,2,2,25 - 34,Female (including trans female),no
English,06/11/2019,No job I want is available without a PhD,Yes,North or Central America,No,,NA,NA,NA,1,2,4,NA,NA,NA,3,NA,NA,NA,NA,Intellectual challenge,Very satisfied,7 = Extremely satisfied,Improved slightly,NA,7,7,7,7,7,5,7,5,5,7,7,7,7,7,7,7,5,Exceeds original expectations,41-50 hours,Between one and three hours,3,5,5,NA,5,1,No,,2,5,3,5,5,2,No,No,Substantially,1,2,3,4,5,4,4,4,2,1,3,3,2 to 3 years,Somewhat more likely,5,5,4,5,5,5,5,4,4,4,1,1,1,4,2,NA,18 - 24,Female (including trans female),no
English,06/11/2019,No job I want is available without a PhD,Yes,North or Central America,No,,6,1,3,7,8,5,11,4,12,10,13,2,9,14,Intellectual challenge,Very satisfied,5,Improved slightly,3,5,6,6,6,6,3,4,3,5,6,3,6,3,3,3,4,2,Does not meet original expectations,41-50 hours,More than three hours,4,5,1,1,2,2,No,,1,2,1,2,2,4,No,Yes,Substantially,1,3,2,5,4,5,4,5,1,4,1,1,2 to 3 years,Equally likely,5,4,4,4,2,4,2,2,2,2,2,1,1,4,1,2,25 - 34,Male (including trans male),no
French,06/11/2019,I want to pursue an academic career,Yes,North or Central America,No,,1,NA,NA,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,Intellectual challenge,Very satisfied,6,Stayed the same,NA,4,4,6,7,7,6,NA,NA,NA,NA,NA,7,5,6,6,5,6,Meets original expectations,21-30 hours,Between one and three hours,4,NA,4,3,4,1,No,,1,3,2,NA,NA,NA,No,No,Unsure,1,4,5,2,3,5,2,5,4,NA,1,3,Unsure,Much more likely,4,4,NA,5,4,4,3,4,3,3,3,3,3,NA,4,3,45 - 54,Female (including trans female),yes
Portuguese,06/11/2019,I wanted to continue pursuing my research, No,Europe,No,,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,Intellectual challenge,Neither satisfied nor dissatisfied,3,Significantly worsened,7,1,4,4,1,1,1,1,7,7,2,1,5,4,1,1,1,3,Meets original expectations,61-70 hours,More than three hours,1,5,2,1,3,3,Yes,"No, I sought help elsewhere",1,1,1,1,1,5,Yes,No,Somewhat,NA,2,1,NA,NA,2,2,5,2,2,5,5,3 to 6 years,Much less likely,5,5,4,3,5,5,3,1,1,3,3,2,1,4,3,2,25 - 34,Female (including trans female),no
English,06/11/2019,I wanted to continue pursuing my research, No,North or Central America,No,,8,9,NA,NA,5,6,7,2,NA,NA,1,3,4,NA,Knowing I will have a chance for a non-academic research job,Very satisfied,5,Stayed the same,5,4,6,6,6,6,4,3,3,3,5,5,6,6,3,3,3,5,Meets original expectations,41-50 hours,Between one and three hours,4,5,4,4,5,1,Yes,"Yes, it was helpful",2,3,4,4,4,4,Prefer not to say,Prefer not to say,Somewhat,5,1,4,2,3,4,5,5,2,4,3,3,Unsure,Equally likely,5,5,5,3,3,4,4,3,5,4,2,3,2,4,3,3,18 - 24,Female (including trans female),no
English,06/11/2019,Personal interest in my subject of choice,Yes,Europe,No,,NA,5,4,NA,NA,1,8,7,2,3,NA,NA,6,NA,A chance to consider professional options ,Very dissatisfied,1 = Not at all satisfied,Significantly worsened,2,1,4,3,2,1,5,1,1,1,1,4,1,1,3,2,1,1,Does not meet original expectations,61-70 hours,"Other, please specify",3,4,3,3,3,4,Yes,"I wanted to, but there was none available",2,2,1,1,3,5,No,No,Barely,NA,1,2,4,3,2,3,4,2,4,5,5,2 to 3 years,Much less likely,3,3,3,3,3,3,4,4,2,5,3,NA,2,3,3,3,25 - 34,Male (including trans male),no
English,06/11/2019,"Other, please specify",Yes,Africa,No,,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,Intellectual challenge,Very satisfied,6,Improved greatly,2,7,3,7,5,5,7,1,1,2,1,3,1,4,7,7,4,4,Exceeds original expectations,51-60 hours,Less than an hour,4,5,3,3,NA,NA,No,,1,2,1,2,1,1,Yes,Yes,Substantially,3,1,2,NA,NA,3,5,5,1,5,5,5,Less than a year,Much more likely,5,5,4,4,3,3,3,5,5,5,5,5,5,NA,NA,NA,25 - 34,Male (including trans male),no
English,06/11/2019,No job I want is available without a PhD, No,North or Central America,No,,5,NA,NA,7,6,8,2,1,NA,NA,NA,3,4,NA,University/academic environment,Somewhat satisfied,5,Worsened a little,7,6,4,5,5,5,4,4,6,5,7,5,5,5,6,6,5,4,Meets original expectations,41-50 hours,Less than an hour,2,4,1,2,2,1,Yes,"Yes, it was helpful",3,3,5,5,5,1,No,No,Substantially,3,1,NA,NA,2,4,5,2,1,4,3,1,2 to 3 years,Somewhat less likely,3,5,4,5,3,5,4,4,1,3,1,3,2,NA,1,3,25 - 34,Female (including trans female),no
English,06/11/2019,I want to pursue an academic career,Yes,Africa,Yes,To help make ends meet,2,1,3,NA,NA,NA,NA,NA,NA,4,5,NA,NA,NA,Intellectual challenge,Very satisfied,6,Improved slightly,2,2,2,4,5,3,5,5,2,4,3,3,4,5,4,4,3,4,Meets original expectations,31-40 hours,Less than an hour,4,2,3,1,4,1,No,,4,3,3,3,4,5,No,No,Dramatically,1,NA,2,3,NA,5,3,4,2,4,2,2,1 to 2 years,Much more likely,4,4,4,4,3,4,4,3,4,3,3,4,3,4,2,3,45 - 54,Male (including trans male),yes
English,06/11/2019,I want to pursue a non-academic career, No,North or Central America,No,,6,3,NA,NA,NA,2,NA,7,4,5,NA,1,NA,NA,Intellectual challenge,Very satisfied,6,Improved slightly,6,5,5,6,6,7,6,NA,4,5,4,5,6,6,NA,NA,4,NA,Exceeds original expectations,41-50 hours,Less than an hour,NA,4,NA,NA,NA,1,Yes,"Yes, it was helpful",4,3,5,5,4,1,No,No,Dramatically,4,1,3,5,2,4,5,4,1,5,4,2,1 to 2 years,Equally likely,5,4,5,5,NA,4,4,NA,NA,NA,3,3,NA,4,3,4,25 - 34,Female (including trans female),no
English,06/11/2019,I want to pursue an academic career, No,Europe,No,,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,University/academic environment,Somewhat satisfied,5,Worsened a little,6,6,5,7,6,6,6,3,6,6,6,6,5,6,6,6,6,4,Does not meet original expectations,41-50 hours,Less than an hour,4,4,3,2,3,2,Yes,"No, I sought help elsewhere",2,4,2,3,4,4,Yes,Yes,Substantially,1,4,3,2,5,4,2,4,5,2,1,1,2 to 3 years,Somewhat less likely,4,4,4,4,4,4,3,3,3,3,2,3,2,4,4,4,25 - 34,Female (including trans female),no
English,06/11/2019,Personal interest in my subject of choice,Yes,Europe,Yes,"Other, please specify",NA,1,NA,NA,NA,2,4,NA,NA,NA,NA,NA,3,NA,Knowing I will have a chance to use my skills in a non-research science job,Very dissatisfied,1 = Not at all satisfied,Improved slightly,1,2,4,7,5,3,6,2,1,2,NA,NA,5,5,3,3,1,1,Does not meet original expectations,51-60 hours,Less than an hour,NA,4,1,1,1,1,Yes,"No, I sought help elsewhere",1,1,1,1,1,4,No,No,Barely,3,1,2,4,NA,2,5,4,1,1,4,4,1 to 2 years,Much less likely,5,5,4,4,1,3,1,1,1,1,1,1,1,2,1,1,25 - 34,Female (including trans female),no
English,06/11/2019,Personal interest in my subject of choice, No,Africa,No,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Working with interesting and bright people,Very satisfied,7 = Extremely satisfied,Improved greatly,7,6,4,5,5,7,6,4,4,6,5,6,7,6,6,6,5,6,Meets original expectations,41-50 hours,More than three hours,4,4,4,4,4,4,No,,5,5,4,4,4,4,Prefer not to say,No,Substantially,3,5,4,1,2,5,5,5,5,4,NA,5,Unsure,Unsure,5,5,4,4,5,5,5,5,4,4,5,5,5,NA,4,NA,35 - 44,Female (including trans female),yes
English,06/11/2019,I wanted to continue pursuing my research,Yes,North or Central America,No,,NA,NA,NA,NA,NA,1,NA,2,NA,NA,3,NA,4,5,Creativity,Very satisfied,6,Improved slightly,7,5,4,6,7,7,7,5,6,5,5,4,7,7,6,6,5,5,Exceeds original expectations,51-60 hours,More than three hours,4,4,3,3,5,1,Yes,"Yes, it was helpful",5,2,5,5,4,1,No,No,Dramatically,1,2,3,4,5,4,4,4,2,4,3,3,3 to 6 years,Equally likely,5,5,5,5,4,5,3,5,4,4,2,3,2,NA,4,NA,25 - 34,Male (including trans male),no
